pmid,litagion,harm,directionality
16804618,[unknowncas]_[phone],neuro_cancer,2
16806631,[117-81-7]_[diethylhexyl phthalate],any_congenital,1
16808597,[unknowncas]_[phone],neuro_cancer,2
16814983,[2921-88-2]_[chlorpyrifos],cognitive,1
16815550,[106-94-5]_[1-bromopropane],neuro,1
16820714,[688-73-3]_[tributyltin],any_congenital,1
16828826,[25154-52-3]_[nonylphenol],liver,1
16837734,[50471-44-8]_[vinclozolin],any_congenital,1
16840435,[79-01-6]_[trichloroethylene],renal_cancer,1
22467034,[79-94-7]_[tetrabromobisphenol A],endocrine,2
19827487,[688-73-3]_[tributyltin],reproductive,1
22484034,[1763-23-1]_[perfluorooctane sulfonic acid],liver,1
22485137,[79-94-7]_[tetrabromobisphenol A],neuro,1
22491428,[unknowncas]_[nano_silicon dioxide],lung,1
22494775,[80-05-7]_[bisphenol A],endocrine,1
22521135,nano_Zinc oxide,lung,1
2740621,[7440-43-9]_[cadmium],reproductive,1
17234381,[60-51-5]_[dimethoate],reproductive,1
8960157,[18540-29-9]_[chromium hexavalent ion],reproductive,1
20019915,[1912-24-9]_[atrazine],reproductive,1
11161693,[8018-01-7]_[mancozeb],reproductive,2
9009508,[8018-01-7]_[mancozeb],reproductive,1
19071210,[1763-23-1]_[perfluorooctane sulfonic acid],reproductive,2
15875892,[7439-92-1]_[lead],reproductive,1
19672647,[1912-24-9]_[atrazine],reproductive,1
1462964,[unknowncas]_[emf not rf],reproductive,1
21534542,[335-67-1]_[perfluorooctanoic acid],reproductive,1
8520129,[7440-43-9]_[cadmium],reproductive,2
16169053,[688-73-3]_[tributyltin],reproductive,1
11021521,[50471-44-8]_[vinclozolin],reproductive,1
6648832,[7439-92-1]_[lead],reproductive,2
22528773,[unknowncas]_[nano_titanium dioxide],lung,1
22542671,[7439-96-5]_[Manganese],neuro,1
22543103,[7439-96-5]_[Manganese],neuro,1
22543278,[unknownCAS]_[carbon nanotubes],lung,1
22550695,[431-03-8]_[Diacetyl],lung,1
22552965,[80-05-7]_[bisphenol A],breast,1
22571897,[7439-97-6]_[Mercury],any_congenital,1
22573916,[7439-97-6]_[Mercury],neuro,1
22609092,[335-67-1]_[perfluorooctanoic acid],liver,1
22613087,nano_Cerium oxide,lung,1
22626708,[7439-96-5]_[Manganese],neuro,1
22642288,[UnknownCAS]_[nano_titanium dioxide],lung,2
22648072,[375-95-1]_[perfluoro-n-nonanoic acid],liver,1
22655378,[7439-91-0]_[Lanthanum],any_congenital,1
19105591,[1071-83-6]_[glyphosate],reproductive,1
19952501,[UnknownCAS]_[Pyrethrins],reproductive,1
18174960,[50471-44-8]_[vinclozolin],reproductive,1
16841324,[25154-52-3]_[nonylphenol],any_congenital,1
16842967,[unknowncas]_[pyrethrins],any_congenital,1
16845223,[unknownCAS]_[dietary salt],heart_ischemic,1
16863645,[7440-48-4]_[cobalt],eye,1
16870260,[54-64-8]_[thimerosal],mental_disorder,1
16870927,[106-46-7]_[4-dichlorobenzene],neuro,1
16872865,[18540-29-9]_[chromium hexavalent ion],any_congenital,2
16882776,[7439-92-1]_[lead],neuro,1
12765238,[1071-83-6]_[glyphosate],reproductive,1
16889834,[8018-01-7]_[mancozeb],neuro,1
16893418,[12427-38-2]_[maneb],neuro,1
16900781,[unknowncas]_[aloe emodin],hematologic,1
16909025,[7439-92-1]_[lead],neuro,1
9192206,[1563-66-2]_[carbofuran],any_congenital,1
9207284,[117-81-7]_[Diethylhexyl Phthalate],liver_cancer,1
9209717,[unknowncas]_[emf not rf],hematologic_cancer,2
9215226,[unknowncas]_[emf not rf],hematologic_cancer,1
9216749,[28553-12-0]_[diisononyl phthalate],any_congenital,1
9232852,[22839-47-0]_[aspartame],endocrine,2
19579042,[60-51-5]_[dimethoate],reproductive,1
9251723,[79-01-6]_[trichloroethylene],renal_cancer,1
9253638,[7439-97-6]_[mercury],renal,2
9266803,[95-50-1]_[2-dichlorobenzene],liver,1
9266807,[1634-04-4]_[methyl tert-butyl ether],renal_cancer,1
9268046,[106-46-7]_[4-dichlorobenzene],liver,1
16688463,[7440-43-9]_[cadmium],reproductive,2
22546201,[80-05-7]_[bisphenol A],reproductive,1
11884232,[60-51-5]_[dimethoate],reproductive,2
9322992,[unknowncas]_[sugar],vascular,1
9327634,[7439-97-6]_[mercury],any_congenital,1
9328799,[unknownCAS]_[dietary salt],heart_ischemic,1
9336067,[74-83-9]_[methyl bromide],neuro,1
9337217,[unknownCAS]_[dietary salt],heart_ischemic,1
9934846,[117-81-7]_[diethylhexyl phthalate],liver_cancer,2
10028703,[80-05-7]_[bisphenol A],endocrine,1
10036842,[7439-97-6]_[mercury],cognitive,2
10068932,[1934-21-0]_[tartrazine],integument,1
10069686,[unknowncas]_[sugar],renal,1
10070861,[unknownCAS]_[dietary salt],gastrointestinal_cancer,1
10074982,[14807-96-6]_[talc],reproductive_cancer,2
10094287,[118-74-1]_[hexachlorobenzene],liver,1
10188191,[50471-44-8]_[vinclozolin],any_congenital,1
10198276,[7439-97-6]_[mercury],heart_other,1
10202789,[106-94-5]_[1-bromopropane],neuro,1
10209978,[7440-43-9]_[cadmium],bonejoint,1
10212706,[75-26-3]_[2-bromopropane],hematologic,1
10212708,[unknowncas]_[emf not rf],hematologic_cancer,2
10213520,[28553-12-0]_[diisononyl phthalate],any_congenital,2
10229709,[2921-88-2]_[chlorpyrifos],neuro,1
9356282,[71-43-2]_[benzene],hematologic_cancer,2
9356317,[14807-96-6]_[talc],lung_cancer,2
9364461,[79-06-1]_[acrylamide],neuro_cancer,1
9372525,[131-57-7]_[oxybenzone],immune,1
9398495,[117-81-7]_[Diethylhexyl Phthalate],liver_cancer,1
9413341,[unknownCAS]_[dietary salt],renal,1
9419278,[688-73-3]_[tributyltin],any_congenital,2
9430275,[unknowncas]_[emf not rf],hematologic_cancer,1
9439724,[118-74-1]_[hexachlorobenzene],liver,1
9439987,[127-18-4]_[tetrachloroethylene],eye,1
9439987,[79-01-6]_[trichloroethylene],neuro,1
10321407,[18540-29-9]_[chromium hexavalent ion],hematologic,1
12046691,[117-81-7]_[Diethylhexyl Phthalate],reproductive,1
10340951,[75-35-4]_[vinylidene chloride],lung,1
7210001,[7440-43-9]_[cadmium],reproductive,1
10346997,[unknowncas]_[mold],lung,1
10356705,[111-76-2]_[n-butoxyethanol],hematologic,1
10367342,[7440-48-4]_[cobalt],lung_cancer,1
10367349,[106-46-7]_[4-dichlorobenzene],ent_other,2
11163426,[unknowncas]_[pyrethrins],reproductive,1
18411233,[117-81-7]_[Diethylhexyl Phthalate],reproductive,1
10384919,[131-57-7]_[oxybenzone],integument,1
10385887,[7439-92-1]_[lead],neuro,1
10385887,[7439-97-6]_[mercury],neuro,2
9443830,[2921-88-2]_[chlorpyrifos],any_congenital,1
9465270,[115-96-8]_[tris(chloroethyl)phosphate],neuro,1
9469673,[7439-92-1]_[lead],any_congenital,1
9472338,[100-42-5]_[styrene],hematologic_cancer,1
10396534,[100-42-5]_[styrene],hematologic_cancer,2
10397975,[80-05-7]_[bisphenol a],breast,1
10406933,[2921-88-2]_[chlorpyrifos],neuro,1
10413193,[7440-43-9]_[cadmium],lung,1
10413245,[50-00-0]_[formaldehyde],lung,1
10419070,[unknowncas]_[sugar],renal,1
10426815,[unknowncas]_[emf not rf],breast,2
10439681,[7440-36-0]_[antimony],heart_other,1
10445748,[unknowncas]_[decamethylcyclopentasiloxane],liver,1
10445751,[80-05-7]_[bisphenol a],any_congenital,2
14736997,[50471-44-8]_[vinclozolin],reproductive,1
10454069,[unknowncas]_[emf not rf],hematologic_cancer,1
10457390,[7439-97-6]_[mercury],eye,1
10463391,[87-68-3]_[hexachlorobutadiene],renal,1
9506215,[131-57-7]_[oxybenzone],integument,1
9520340,[71-43-2]_[benzene],any_congenital,1
21831407,[1912-24-9]_[Atrazine],reproductive,2
9536166,[2921-88-2]_[chlorpyrifos],neuro,2
9570311,[unknowncas]_[emf not rf],cognitive,1
9585102,[unknowncas]_[pyrethrins],any_congenital,1
9591158,"[584-84-9]_[toluene 2,4-diisocyanate]",lung,2
9600811,[7439-97-6]_[mercury],eye,1
9616189,[unknowncas]_[aloe emodin],liver,1
9617382,[80-05-7]_[bisphenol A],breast,2
9619851,[117-81-7]_[diethylhexyl phthalate],liver_cancer,1
9626551,[688-73-3]_[tributyltin],lymphatic,1
9647902,[unknowncas]_[emf not rf],breast,1
9647907,[79-01-6]_[trichloroethylene],lung,2
9657282,[116-14-3]_[tetrafluoroethylene],renal,1
9662417,[74-83-9]_[methyl bromide],any_congenital,2
9664640,[75-09-2]_[methylene chloride],any_congenital,1
15947000,[80-05-7]_[bisphenol A],reproductive,1
18191535,[80-05-7]_[bisphenol a],reproductive,1
9672655,[79-01-6]_[trichloroethylene],any_congenital,1
9684642,[7440-36-0]_[antimony],heart_other,1
9685044,[18540-29-9]_[chromium hexavalent ion],any_congenital,1
9687049,[131-57-7]_[oxybenzone],integument,1
9688356,[51-03-6]_[piperonyl butoxide],liver_cancer,2
9703486,[18540-29-9]_[chromium hexavalent ion],any_congenital,1
9708489,[79-01-6]_[trichloroethylene],any_congenital,2
9710964,[unknowncas]_[decamethylcyclopentasiloxane],lung,1
9726001,[1071-83-6]_[glyphosate],hematologic_cancer,1
9730878,[7440-43-9]_[cadmium],lung,1
3827588,[79-06-1]_[Acrylamide],reproductive,1
9734727,[22839-47-0]_[aspartame],cognitive,2
9734727,[22839-47-0]_[aspartame],neuro,2
9744536,[18540-29-9]_[chromium hexavalent ion],lung_cancer,1
9745920,[7439-92-1]_[lead],any_congenital,1
10820423,[79-06-1]_[Acrylamide],reproductive,1
9753010,[unknowncas]_[emf not rf],breast,1
16328616,[80-05-7]_[bisphenol A],reproductive,1
9754858,[71-43-2]_[benzene],hematologic_cancer,1
9760436,[unknowncas]_[emf not rf],heart_other,1
9771559,[117-81-7]_[diethylhexyl phthalate],any_congenital,1
9776966,[127-18-4]_[tetrachloroethylene],eye,1
9783329,[unknowncas]_[mold],lung,2
9794123,[unknowncas]_[emf not rf],neuro_cancer,1
10474935,[unknownCAS]_[dietary salt],vascular,1
10478332,[117-81-7]_[Diethylhexyl Phthalate],liver_cancer,1
10485576,[unknowncas]_[emf not rf],cognitive,2
14550339,[688-73-3]_[tributyltin],reproductive,1
18308070,[7440-43-9]_[cadmium],reproductive,1
10491796,[1763-23-1]_[perfluorooctane sulfonic acid],liver,2
10492657,[unknowncas]_[emf not rf],hematologic_cancer,1
10492901,[25154-52-3]_[nonylphenol],liver,1
10499358,[7439-92-1]_[lead],neuro,1
6747515,[7439-97-6]_[mercury],reproductive,2
10513682,[85-68-7]_[butylbenzyl phthalate],any_congenital,1
10516743,[unknownCAS]_[dietary salt],heart_chf,1
10522494,[79-01-6]_[trichloroethylene],liver_cancer,2
10536104,[140-66-9]_[4-tert-octylphenol],any_congenital,2
10536110,[80-05-7]_[bisphenol a],any_congenital,2
10536755,[556-67-2]_[octamethylcyclotetrasiloxane],liver,1
10548904,[7439-96-5]_[manganese],neuro,1
10551497,[7440-43-9]_[cadmium],renal,2
10559391,[7440-48-4]_[cobalt],any_congenital,1
10569800,[117-81-7]_[Diethylhexyl Phthalate],liver_cancer,1
10591385,[unknownCAS]_[dietary salt],heart_other,1
10622294,[unknowncas]_[emf not rf],neuro_cancer,2
10622301,[unknowncas]_[emf not rf],hematologic_cancer,2
10635433,[7439-97-6]_[mercury],cognitive,1
10652244,[80-05-7]_[bisphenol a],breast,1
10667936,[7439-97-6]_[mercury],any_congenital,2
10684087,[7440-43-9]_[cadmium],bonejoint,1
10684739,[unknownCAS]_[dietary salt],renal,1
10689200,[28553-12-0]_[diisononyl phthalate],any_congenital,2
10689200,[28553-12-0]_[diisononyl phthalate],liver,1
10696792,[2921-88-2]_[chlorpyrifos],any_congenital,1
10697451,"[101-68-8]_[4,4'-diphenylmethane diisocyanate]",lung,1
10698672,[95-50-1]_[2-dichlorobenzene],liver,1
17189650,[25154-52-3]_[nonylphenol],reproductive,2
10707920,[unknowncas]_[emf not rf],hematologic_cancer,2
10710199,[unknowncas]_[emf not rf],neuro_cancer,2
10720602,[unknownCAS]_[dietary salt],renal,1
9114364,[115-96-8]_[tris(chloroethyl)phosphate],reproductive,1
10729924,[50-00-0]_[formaldehyde],cognitive,1
11746258,[688-73-3]_[tributyltin],reproductive,2
10758353,[2921-88-2]_[chlorpyrifos],cognitive,2
10774813,[26761-40-0]_[diisodecyl phthalate],liver,1
10779817,[unknownCAS]_[dietary salt],heart_chf,1
10788569,[84-74-2]_[dibutyl phthalate],any_congenital,1
10788570,[50471-44-8]_[vinclozolin],any_congenital,1
10790292,[unknowncas]_[emf not rf],breast,2
9798254,[1912-24-9]_[atrazine],any_congenital,1
9824198,[unknowncas]_[sugar],renal,1
16957026,[unknowncas]_[emf not rf],reproductive,1
8448415,[118-74-1]_[hexachlorobenzene],reproductive,1
2520531,[18540-29-9]_[chromium hexavalent ion],reproductive,1
9842375,[unknowncas]_[emf not rf],hematologic_cancer,1
9860885,[79-01-6]_[trichloroethylene],liver_cancer,1
19150650,[1634-04-4]_[methyl tert-butyl ether],reproductive,1
9863771,[UnknownCAS]_[Pyrethrins],neuro,1
16818258,[80-05-7]_[bisphenol A],reproductive,1
10797510,"[101-68-8]_[4,4'-diphenylmethane diisocyanate]",lung,1
10798515,[106-46-7]_[4-dichlorobenzene],neuro,1
